Parámetros obtenidos por SMAC {'alpha': '1.4', 'ants': '34', 'beta': '5.7', 'ph-max': '1.6', 'ph-min': '0.01', 'rho': '0.2'}
----------------- INSTANCE: weing7.dat ----------------------
VALUE: 0.0481996 ; SEED: 3898
VALUE: 0.452063 ; SEED: 8871
VALUE: 0.583914 ; SEED: 1134
El promedio es 0.5226972
----------------- INSTANCE: gk03.dat ----------------------
VALUE: 1.66195 ; SEED: 5781
VALUE: 1.52051 ; SEED: 8159
VALUE: 1.39675 ; SEED: 1837
VALUE: 1.69731 ; SEED: 2483
VALUE: 1.52051 ; SEED: 4431
VALUE: 2.03324 ; SEED: 9668
VALUE: 1.71499 ; SEED: 1632
VALUE: 1.82107 ; SEED: 1846
VALUE: 2.08628 ; SEED: 9246
VALUE: 1.64427 ; SEED: 1836
VALUE: 1.69731 ; SEED: 3028
VALUE: 1.18458 ; SEED: 3099
VALUE: 1.62659 ; SEED: 9291
VALUE: 2.05092 ; SEED: 6826
VALUE: 1.44979 ; SEED: 6409
VALUE: 2.01556 ; SEED: 2104
VALUE: 1.92716 ; SEED: 9697
VALUE: 1.66195 ; SEED: 9959
VALUE: 1.82107 ; SEED: 2399
VALUE: 1.83876 ; SEED: 6527
El promedio es 1.7185285000000003
----------------- INSTANCE: weish30.dat ----------------------
VALUE: 0 ; SEED: 3172
VALUE: 0 ; SEED: 8924
VALUE: 0 ; SEED: 8644
VALUE: 0 ; SEED: 2790
VALUE: 0 ; SEED: 9312
VALUE: 0 ; SEED: 2930
VALUE: 0 ; SEED: 3310
VALUE: 0.0804218 ; SEED: 4098
VALUE: 0.035743 ; SEED: 6055
VALUE: 0.035743 ; SEED: 4800
VALUE: 0 ; SEED: 492
VALUE: 0.035743 ; SEED: 7288
VALUE: 0.035743 ; SEED: 6672
VALUE: 0 ; SEED: 6277
VALUE: 0.035743 ; SEED: 5176
VALUE: 0 ; SEED: 9053
VALUE: 0 ; SEED: 9552
VALUE: 0 ; SEED: 5072
VALUE: 0 ; SEED: 8156
VALUE: 0 ; SEED: 8668
El promedio es 0.012956839999999997
----------------- INSTANCE: gk02.dat ----------------------
VALUE: 2.02122 ; SEED: 4905
VALUE: 1.97069 ; SEED: 7931
VALUE: 1.7433 ; SEED: 494
VALUE: 1.8949 ; SEED: 9852
VALUE: 1.66751 ; SEED: 3120
VALUE: 2.09702 ; SEED: 38
VALUE: 1.97069 ; SEED: 1760
VALUE: 1.54118 ; SEED: 3830
VALUE: 1.94543 ; SEED: 8058
VALUE: 1.61698 ; SEED: 2836
VALUE: 1.79384 ; SEED: 8579
VALUE: 2.02122 ; SEED: 7545
VALUE: 1.01061 ; SEED: 3258
VALUE: 1.51592 ; SEED: 3169
VALUE: 1.38959 ; SEED: 8676
VALUE: 1.44012 ; SEED: 3471
VALUE: 1.79384 ; SEED: 607
VALUE: 1.54118 ; SEED: 8199
VALUE: 2.17281 ; SEED: 7278
VALUE: 1.71804 ; SEED: 1828
El promedio es 1.7433045
----------------- INSTANCE: weish29.dat ----------------------
VALUE: 0 ; SEED: 9273
VALUE: 0 ; SEED: 4640
VALUE: 0 ; SEED: 2500
VALUE: 0 ; SEED: 2221
VALUE: 0 ; SEED: 7655
VALUE: 0 ; SEED: 1453
VALUE: 0 ; SEED: 829
VALUE: 0 ; SEED: 418
VALUE: 0 ; SEED: 5896
VALUE: 0 ; SEED: 3824
VALUE: 0 ; SEED: 8289
VALUE: 0 ; SEED: 1275
VALUE: 0 ; SEED: 8169
VALUE: 0 ; SEED: 8829
VALUE: 0 ; SEED: 309
VALUE: 0 ; SEED: 5564
VALUE: 0 ; SEED: 5293
VALUE: 0 ; SEED: 5379
VALUE: 0 ; SEED: 5632
VALUE: 0 ; SEED: 2201
El promedio es 0.0
----------------- INSTANCE: weish28.dat ----------------------
VALUE: 0 ; SEED: 1319
VALUE: 0 ; SEED: 9848
VALUE: 0 ; SEED: 556
VALUE: 0 ; SEED: 1310
VALUE: 0 ; SEED: 5629
VALUE: 0 ; SEED: 3360
VALUE: 0 ; SEED: 1037
VALUE: 0.242309 ; SEED: 3276
VALUE: 0.242309 ; SEED: 7160
VALUE: 0 ; SEED: 3619
VALUE: 0 ; SEED: 7946
VALUE: 0 ; SEED: 5174
VALUE: 0 ; SEED: 1787
VALUE: 0 ; SEED: 699
VALUE: 0 ; SEED: 6692
VALUE: 0 ; SEED: 1277
VALUE: 0 ; SEED: 3281
VALUE: 0 ; SEED: 2634
VALUE: 0 ; SEED: 6414
VALUE: 0 ; SEED: 8145
El promedio es 0.0242309
[('weing7.dat', 0.005427022), ('pet6.dat', 0.5226972), ('gk03.dat', 1.7185285000000003), ('weish30.dat', 0.012956839999999997), ('gk02.dat', 1.7433045), ('weish29.dat', 0.0), ('weish28.dat', 0.0242309)]



[({'alpha': '1.4', 'ants': '34', 'beta': '5.7', 'ph-max': '1.6', 'ph-min': '0.01', 'rho': '0.2'}, [('weing7.dat', 0.0481996), ('pet6.dat', 0.513279), ('gk03.dat', 1.6150990000000003), ('weish30.dat', 0.00178715), ('gk02.dat', 1.4603335), ('weish29.dat', 0.0), ('weish28.dat', 0.0)]), ({'alpha': '6.8', 'ants': '40', 'beta': '5.3', 'ph-max': '1.0', 'ph-min': '0.01', 'rho': '0.1'}, [('weing7.dat', 0.0481996), ('pet6.dat', 0.5453002), ('gk03.dat', 1.4347604999999999), ('weish30.dat', 0.005361449999999999), ('gk02.dat', 1.44517395), ('weish29.dat', 0.0), ('weish28.dat', 0.0)]), ({'alpha': '1.3', 'ants': '20', 'beta': '5.9', 'ph-max': '2.0', 'ph-min': '0.01', 'rho': '0.4'}, [('weing7.dat', 0.048884255), ('pet6.dat', 0.52928975), ('gk03.dat', 1.3684582), ('weish30.dat', 0.0142972), ('gk02.dat', 1.4186467999999999), ('weish29.dat', 0.0), ('weish28.dat', 0.01211545)]), ({'alpha': '3.7', 'ants': '8', 'beta': '6.1', 'ph-max': '7.7', 'ph-min': '0.01', 'rho': '0.8'}, [('weing7.dat', 0.065863665), ('pet6.dat', 0.6451309), ('gk03.dat', 1.7627300000000001), ('weish30.dat', 0.021445799999999994), ('gk02.dat', 1.6119240000000001), ('weish29.dat', 0.0), ('weish28.dat', 0.01211545)]), ({'alpha': '5.0', 'ants': '15', 'beta': '3.9', 'ph-max': '8.9', 'ph-min': '0.01', 'rho': '0.1'}, [('weing7.dat', 0.005427022), ('pet6.dat', 0.5226972), ('gk03.dat', 1.7185285000000003), ('weish30.dat', 0.012956839999999997), ('gk02.dat', 1.7433045), ('weish29.dat', 0.0), ('weish28.dat', 0.0242309)])]
